"Zeitstempel","Geschlecht","Wie alt sind Sie?","Bitte wählen Sie Ihre höchste abgeschlossene Ausbildung","In welcher Branche sind Sie tätig?","Wo wohnen Sie?","Was beschreibt Ihre Ernährung am besten?","Essen Sie Leberkäse (auch vegetarisch/vegan)?","Wie oft essen Sie Leberkäse?","Was ist Ihre Lieblingssorte?","Wie spontan entscheiden Sie sich, Leberkäse zu kaufen?","Warum essen Sie keinen Leberkäse?","Essen Sie gerne Essen mit spürbarer Schärfe?","Wie scharf essen Sie normalerweise?","Mögen Sie Essen aus den folgenden kulinarischen Regionen?","Wie oft im Jahr kaufen Sie online Kleidung? (für sich selbst)","Ist es schon einmal vorgekommen, dass Ihnen die Größe eines Artikels (Kleidung) bei einer Bestellung nicht gepasst hat?","In wie vielen Größen bestellen Sie den selben Artikel (um garantiert eine passende Größe zu erhalten)?","Wie viele Artikel kaufen Sie circa in einem Jahr?","Wie viele Artikel werden von Ihnen circa zurückgesendet?","An wie vielen Tagen in der Woche verwenden Sie öffentliche Verkehrsmittel?","Welche öffentliche(n) Verkehrsmittel verwenden Sie?","Wofür verwenden Sie öffentliche Verkehrsmittel?","Welche Aspekte könnte man verbessern, damit Sie öfter öffentliche Verkehrsmittel verwenden?","Zahlen Sie persönlich Fixkosten für das Wohnen? (Miete/Kredit)"," Sie können Ihre Grundbedürfnisse...","Haben Sie seit den Teuerungen Ihr Kaufverhalten verändert?","Wie sieht Ihre Wohnsituation aus?","Gehen Sie seit der Teuerung weniger oft essen?","Kaufen Sie seit der Teuerung weniger Luxusartikel? Denken Sie hier an Güter, die Sie nicht benötigen, um Ihre Grundbedürfnisse zu decken, wie z.B. Kleidung, Accessoires, elektronische Geräte, … ","Teil 1: Wie ist Ihre politische Einstellung?","Teil 2: Wie ist Ihre politische Einstellung?"
"2023/04/12 8:46:11 AM OEZ","Weiblich","20 - 29","Matura/Abitur","Sonstige","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Nein","","","","schmeckt Ihnen nicht","Ja","1","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Indisch;Thailändisch","zwei bis vier Mal im Jahr","Ja","in einer Größe","8","2","4 Tage","Bus;Zug;Straßenbahn","Beides","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten)","Ja","...decken.","Nein","Eigentum","","","3","3"
"2023/04/12 8:46:38 AM OEZ","Weiblich","20 - 29","Matura/Abitur","Ausbildung","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Nein","","","","passt nicht zu Ihrer Ernährung","Nein","","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Indisch;Thailändisch","einmal im Jahr","Ja","in einer Größe","20","5","1 Tag","Zug","Arbeit/Ausbildung","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote);Komfort (z.B.: mehr Sitzmöglichkeiten, bequemere Sitze,...);Gesundheit (z.B.: FFP2 Maskenpflicht, bessere Hygiene,...)","Ja","...decken.","Ja","Miete","Nein","Ja","2","3"
"2023/04/12 8:46:41 AM OEZ","Männlich","20 - 29","Matura/Abitur","Ausbildung","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","einmal im Monat","Käse & Pikant","meistens spontan","","Ja","1","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Indisch;Thailändisch","gar nicht","","","","","2 Tage","Zug","Arbeit/Ausbildung","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten)","Ja","...decken und Geld ansparen.","Nein","WG oder Studentenheim","","","2","3"
"2023/04/12 8:46:47 AM OEZ","Weiblich","20 - 29","Bachelorstudium","Ausbildung","Stadt","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","weniger als einmal im Monat","Käse","meistens spontan","","Nein","","Italienisch;Österreichisch;Chinesisch","einmal im Jahr","Ja","in einer Größe","10","5","3 Tage","Bus;Zug;Straßenbahn","Beides","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Ja","...nur schwer decken.","Ja","Miete","Ja","Ja","2","2"
"2023/04/12 8:47:24 AM OEZ","Männlich","20 - 29","Matura/Abitur","Fertigung","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","einmal im Monat","Käse","meistens geplant","","Nein","","Italienisch;Österreichisch;Chinesisch;Mexikanisch","zwei bis vier Mal im Jahr","Ja","in einer Größe","5","1","0 Tage","","","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Keine Zeit","Nein","...decken und Geld ansparen.","Nein","","","","5","1"
"2023/04/12 8:48:45 AM OEZ","Männlich","20 - 29","Matura/Abitur","Software & IT-Services","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Nein","","","","Bin kein Fan von Leberkäse","Nein","","Italienisch;Österreichisch;Chinesisch","zwei bis vier Mal im Jahr","Ja","in einer Größe","20","5","0 Tage","","","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote);Komfort (z.B.: mehr Sitzmöglichkeiten, bequemere Sitze,...);Gesundheit (z.B.: FFP2 Maskenpflicht, bessere Hygiene,...)","Nein","...decken und Geld ansparen.","Nein","","","","3","3"
"2023/04/12 8:49:34 AM OEZ","Weiblich","20 - 29","Matura/Abitur","Fertigung","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","weniger als einmal im Monat","Normal (ohne Käse, ohne Schärfe, keine spezielle Verarbeitung)","meistens geplant","","Nein","","Italienisch;Österreichisch;Chinesisch","zwei bis vier Mal im Jahr","Ja","in mehreren Größen","30","10","0 Tage","","","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Ja","...decken.","Ja","Miete","Nein","Nein","3","2"
"2023/04/12 8:50:56 AM OEZ","Männlich","20 - 29","Matura/Abitur","Energie & Bergbau","Stadt","Omnivor (tierische und pflanzliche Lebensmittel)","Nein","","","","passt nicht zu Ihrer Ernährung","Nein","","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Indisch;Thailändisch","zwei bis vier Mal im Jahr","Ja","in einer Größe","10","1","6 Tage","Bus;Zug","Beides","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten)","Ja","...decken und Geld ansparen.","Nein","Miete","","","2","2"
"2023/04/12 8:51:34 AM OEZ","Männlich","30 - 39","Bachelorstudium","Sonstige","Land","Vegan (keine tierischen Produkte)","Nein","","","","passt nicht zu Ihrer Ernährung","Ja","3","Italienisch;Österreichisch;Mexikanisch;Indisch;Thailändisch","gar nicht","","","","","3 Tage","Zug","Arbeit/Ausbildung","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote);Komfort (z.B.: mehr Sitzmöglichkeiten, bequemere Sitze,...);Gesundheit (z.B.: FFP2 Maskenpflicht, bessere Hygiene,...)","Ja","...decken und Geld ansparen.","Nein","Miete","","","3","3"
"2023/04/12 8:51:44 AM OEZ","Männlich","10 - 19","Matura/Abitur","Sonstige","Stadt","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","einmal im Monat","Normal (ohne Käse, ohne Schärfe, keine spezielle Verarbeitung)","oft spontan","","Nein","","Italienisch;Österreichisch","gar nicht","","","","","0 Tage","","","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Nein","...decken.","Nein","","","","4","4"
"2023/04/12 8:52:08 AM OEZ","Männlich","20 - 29","Matura/Abitur","Ausbildung","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","mehrmals im Monat","Pikant","meistens spontan","","Ja","2","Italienisch;Österreichisch;Mexikanisch;Thailändisch","einmal im Jahr","Ja","in einer Größe","4","0","5 Tage","Zug","Arbeit/Ausbildung","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Parkplätze bei Bahnhöfen erweitern","Nein","...nur schwer decken.","Nein","","","","2","2"
"2023/04/12 8:52:13 AM OEZ","Männlich","20 - 29","Bachelorstudium","Sonstige","Stadt","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","weniger als einmal im Monat","Pikant","oft spontan","","Nein","","Italienisch;Österreichisch;Chinesisch;Mexikanisch","zwei bis vier Mal im Jahr","Nein","in einer Größe","10","0","5 Tage","Zug","Arbeit/Ausbildung","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote);Komfort (z.B.: mehr Sitzmöglichkeiten, bequemere Sitze,...)","Nein","...decken.","Nein","","","","4","2"
"2023/04/12 8:52:33 AM OEZ","Weiblich","20 - 29","Matura/Abitur","Ausbildung","Stadt","Pescetarier (kein Fleisch)","Nein","","","","schmeckt Ihnen nicht","Ja","2","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Indisch;Thailändisch","circa einmal im Monat","Ja","in mehreren Größen","50","30","0 Tage","","","Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote);Komfort (z.B.: mehr Sitzmöglichkeiten, bequemere Sitze,...)","Ja","...decken.","Ja","Miete","Ja","Ja","1","3"
"2023/04/12 8:52:35 AM OEZ","Männlich","20 - 29","Matura/Abitur","Baugewerbe","Stadt","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","mehrmals im Monat","Pikant","meistens spontan","","Ja","3","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Indisch;Thailändisch","einmal im Jahr","Ja","in einer Größe","7","3","5 Tage","Bus;Zug;Straßenbahn","Beides","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten)","Ja","...decken.","Nein","Miete","","","2","1"
"2023/04/12 8:53:41 AM OEZ","Männlich","10 - 19","Matura/Abitur","Ausbildung","Stadt","Vegetarisch (kein Fleisch und Fisch)","Ja","weniger als einmal im Monat","Käse","meistens spontan","","Ja","2","Italienisch;Österreichisch","gar nicht","","","","","4 Tage","Bus;Zug;Straßenbahn","Beides","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Ja","...decken und Geld ansparen.","Nein","Eigentum","","","3","2"
"2023/04/12 8:53:42 AM OEZ","Weiblich","30 - 39","Matura/Abitur","Ausbildung","Land","Pescetarier (kein Fleisch)","Nein","","","","passt nicht zu Ihrer Ernährung","Ja","2","Italienisch;Österreichisch;Mexikanisch;Indisch;Thailändisch;Japanisch","zwei bis vier Mal im Jahr","Ja","in einer Größe","10","20","4 Tage","Zug","Arbeit/Ausbildung","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Ja","...decken und Geld ansparen.","Ja","Eigentum","Ja","Ja","2","1"
"2023/04/12 8:54:20 AM OEZ","Weiblich","40 - 49","Masterstudium","Ausbildung","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","weniger als einmal im Monat","Normal (ohne Käse, ohne Schärfe, keine spezielle Verarbeitung)","meistens spontan","","Ja","1","Italienisch;Österreichisch","circa alle zwei Monate","Ja","in einer Größe","30","4","4 Tage","Zug","Arbeit/Ausbildung","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Nein","...decken und Geld ansparen.","Ja","","Nein","Nein","3","3"
"2023/04/12 8:54:49 AM OEZ","Weiblich","20 - 29","Matura/Abitur","Sonstige","Stadt","Vegetarisch (kein Fleisch und Fisch)","Ja","weniger als einmal im Monat","Käse & Pikant","meistens spontan","","Ja","2","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Indisch;Thailändisch","zwei bis vier Mal im Jahr","Ja","in einer Größe","8","3","5 Tage","Bus;Zug;Straßenbahn","Beides","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Nein","...decken und Geld ansparen.","Ja","","Nein","Ja","3","3"
"2023/04/12 8:54:51 AM OEZ","Weiblich","20 - 29","Matura/Abitur","Konsumgüter","Land","Vegetarisch (kein Fleisch und Fisch)","Ja","weniger als einmal im Monat","Käse","meistens spontan","","Ja","4","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Indisch;Thailändisch","circa einmal im Monat","Ja","in einer Größe","14","5","0 Tage","","","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten)","Ja","...decken.","Ja","WG oder Studentenheim","Ja","Ja","1","3"
"2023/04/12 8:55:00 AM OEZ","Männlich","20 - 29","Matura/Abitur","Landwirtschaft","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","einmal im Monat","Käse","oft geplant","","Ja","2","Italienisch;Österreichisch;Chinesisch","zwei bis vier Mal im Jahr","Ja","in einer Größe","25","3","4 Tage","Bus;Zug","Beides","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Gesundheit (z.B.: FFP2 Maskenpflicht, bessere Hygiene,...)","Nein","...decken und Geld ansparen.","Ja","","Nein","Nein","2","2"
"2023/04/12 8:56:52 AM OEZ","Weiblich","20 - 29","Matura/Abitur","Ausbildung","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","weniger als einmal im Monat","Käse","meistens spontan","","Nein","","Italienisch;Chinesisch;Mexikanisch","einmal im Jahr","Ja","in einer Größe","5","0","5 Tage","Zug","Beides","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote);Komfort (z.B.: mehr Sitzmöglichkeiten, bequemere Sitze,...)","Ja","...decken und Geld ansparen.","Ja","WG oder Studentenheim","Ja","Ja","2","2"
"2023/04/12 8:57:28 AM OEZ","Männlich","30 - 39","Bachelorstudium","Ausbildung","Stadt","Vegetarisch (kein Fleisch und Fisch)","Ja","weniger als einmal im Monat","Käse & Pikant","oft geplant","","Ja","1","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Indisch;Thailändisch","einmal im Jahr","Nein","in einer Größe","3","0","6 Tage","Bus;Zug;Straßenbahn","Beides","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote);Komfort (z.B.: mehr Sitzmöglichkeiten, bequemere Sitze,...)","Ja","...decken und Geld ansparen.","Nein","Miete","","","2","3"
"2023/04/12 8:57:36 AM OEZ","Weiblich","30 - 39","Matura/Abitur","Ausbildung","Stadt","Omnivor (tierische und pflanzliche Lebensmittel)","Nein","","","","schmeckt Ihnen nicht","Ja","2","Italienisch;Österreichisch;Chinesisch;Indisch","zwei bis vier Mal im Jahr","Ja","in mehreren Größen","8","4","7 Tage","Bus;Zug","Beides","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote);Komfort (z.B.: mehr Sitzmöglichkeiten, bequemere Sitze,...)","Ja","...decken.","Ja","Miete","Ja","Ja","3","3"
"2023/04/12 8:57:49 AM OEZ","Männlich","20 - 29","Matura/Abitur","Ausbildung","Stadt","Pescetarier (kein Fleisch)","Ja","weniger als einmal im Monat","Pikant","meistens spontan","","Ja","3","Italienisch;Österreichisch;Chinesisch","gar nicht","","","","","4 Tage","Zug","Beides","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Nein","...decken.","Nein","","","","3","2"
"2023/04/12 8:57:56 AM OEZ","Weiblich","20 - 29","Bachelorstudium","Ausbildung","Stadt","Vegetarisch (kein Fleisch und Fisch)","Nein","","","","passt nicht zu Ihrer Ernährung","Nein","","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Indisch","zwei bis vier Mal im Jahr","Ja","in mehreren Größen","15","5","0 Tage","","","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Ja","...decken und Geld ansparen.","Ja","WG oder Studentenheim","Ja","Ja","2","2"
"2023/04/12 8:58:28 AM OEZ","Männlich","20 - 29","Matura/Abitur","Software & IT-Services","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","weniger als einmal im Monat","Pikant","meistens spontan","","Ja","3","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Thailändisch","einmal im Jahr","Ja","in mehreren Größen","2","1","5 Tage","Bus;Zug","Arbeit/Ausbildung","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten)","Nein","...decken und Geld ansparen.","Ja","","Ja","Ja","3","3"
"2023/04/12 8:59:09 AM OEZ","Männlich","20 - 29","Matura/Abitur","Ausbildung","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","mehrmals im Monat","Käse","meistens spontan","","Ja","2","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Indisch;Thailändisch","zwei bis vier Mal im Jahr","Ja","in einer Größe","20","50","5 Tage","Bus;Zug","Arbeit/Ausbildung","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Nein","...decken und Geld ansparen.","Nein","","","","2","2"
"2023/04/12 8:59:26 AM OEZ","Weiblich","20 - 29","Matura/Abitur","Ausbildung","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","weniger als einmal im Monat","Normal (ohne Käse, ohne Schärfe, keine spezielle Verarbeitung)","meistens spontan","","Ja","2","Italienisch;Österreichisch;Chinesisch","zwei bis vier Mal im Jahr","Ja","in einer Größe","15","10","7 Tage","Bus;Zug","Arbeit/Ausbildung","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten)","Ja","...decken.","Ja","WG oder Studentenheim","Ja","Ja","3","4"
"2023/04/12 9:00:08 AM OEZ","Weiblich","20 - 29","Matura/Abitur","Ausbildung","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Nein","","","","schmeckt Ihnen nicht","Nein","","Italienisch;Österreichisch;Chinesisch","gar nicht","","","","","5 Tage","Bus;Zug","Beides","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten)","Nein","...decken und Geld ansparen.","Nein","","","","3","3"
"2023/04/12 9:00:18 AM OEZ","Weiblich","20 - 29","Matura/Abitur","Ausbildung","Land","Vegan (keine tierischen Produkte)","Nein","","","","passt nicht zu Ihrer Ernährung","Nein","","Italienisch;Österreichisch;Chinesisch;Indisch","zwei bis vier Mal im Jahr","Ja","in einer Größe","6","2","0 Tage","","","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Komfort (z.B.: mehr Sitzmöglichkeiten, bequemere Sitze,...);Gesundheit (z.B.: FFP2 Maskenpflicht, bessere Hygiene,...)","Ja","...decken.","Ja","Eigentum","Ja","Ja","3","2"
"2023/04/12 9:01:27 AM OEZ","Männlich","30 - 39","Matura/Abitur","Fertigung","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","mehrmals im Monat","Käse & Pikant","oft geplant","","Ja","3","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Indisch;Thailändisch;alle","zwei bis vier Mal im Jahr","Ja","in einer Größe","20","1","0 Tage","","","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten)","Ja","...decken und Geld ansparen.","Ja","Eigentum","Nein","Ja","2","3"
"2023/04/12 9:03:00 AM OEZ","Weiblich","20 - 29","Bachelorstudium","Sonstige","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","weniger als einmal im Monat","Normal (ohne Käse, ohne Schärfe, keine spezielle Verarbeitung)","meistens spontan","","Nein","","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Indisch;Thailändisch","einmal im Jahr","Ja","in mehreren Größen","10","3","0 Tage","","","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Nein","...decken.","Ja","","Nein","Nein","3","3"
"2023/04/12 9:03:33 AM OEZ","Weiblich","50 - 59","Matura/Abitur","Ausbildung","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Nein","","","","schmeckt Ihnen nicht","Ja","4","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Indisch;Thailändisch","gar nicht","","","","","0 Tage","","","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Ja","...nur schwer decken.","Ja","Miete","Ja","Ja","3","3"
"2023/04/12 9:03:37 AM OEZ","Weiblich","20 - 29","Matura/Abitur","Baugewerbe","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","mehrmals im Monat","Käse","meistens spontan","","Nein","","Italienisch;Österreichisch;Chinesisch","zwei bis vier Mal im Jahr","Ja","in einer Größe","6","2","0 Tage","","","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Ja","...decken und Geld ansparen.","Nein","WG oder Studentenheim","","","4","3"
"2023/04/12 9:03:45 AM OEZ","Männlich","20 - 29","Matura/Abitur","Sonstige","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","einmal im Monat","Käse","meistens spontan","","Ja","3","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Indisch;Thailändisch","gar nicht","","","","","5 Tage","Bus;Zug;Straßenbahn;U-Bahn","Beides","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Ja","...decken und Geld ansparen.","Nein","Miete","","","2","2"
"2023/04/12 9:07:15 AM OEZ","Männlich","20 - 29","Bachelorstudium","Fertigung","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","mehrmals im Monat","Käse","oft spontan","","Nein","","Italienisch;Österreichisch;Chinesisch","zwei bis vier Mal im Jahr","Ja","in einer Größe","5","3","1 Tag","Zug","Arbeit/Ausbildung","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Komfort (z.B.: mehr Sitzmöglichkeiten, bequemere Sitze,...)","Ja","...decken und Geld ansparen.","Nein","Miete","","","4","3"
"2023/04/12 9:08:07 AM OEZ","Weiblich","20 - 29","Bachelorstudium","Landwirtschaft","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","einmal im Monat","Käse","oft geplant","","Nein","","Österreichisch;Chinesisch;Mexikanisch","einmal im Jahr","Ja","in mehreren Größen","5","3","0 Tage","","","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten)","Nein","...decken und Geld ansparen.","Nein","","","","2","1"
"2023/04/12 9:08:43 AM OEZ","Männlich","20 - 29","Bachelorstudium","Baugewerbe","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","einmal im Monat","Käse","meistens spontan","","Ja","3","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Thailändisch","circa alle zwei Monate","Ja","in einer Größe","15","2","4 Tage","Zug","Arbeit/Ausbildung","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Nein","...decken.","Ja","","Nein","Ja","4","3"
"2023/04/12 9:13:30 AM OEZ","Weiblich","20 - 29","Matura/Abitur","Ausbildung","Stadt","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","weniger als einmal im Monat","Käse & Pikant","meistens spontan","","Ja","2","Italienisch;Chinesisch;Mexikanisch;Indisch;Thailändisch","circa alle zwei Monate","Ja","in einer Größe","20","10","5 Tage","Bus;Zug;Straßenbahn","Beides","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Nein","...nur schwer decken.","Ja","","Ja","Ja","1","1"
